undermine_score,support_score,predict_label,gold
-2.8626952,3.264823,1,1
-2.5167935,2.858572,1,1
-1.7663931,2.1052804,1,1
-2.4598932,2.7372952,1,1
3.5564508,-3.8094058,0,0
4.365351,-4.608128,0,0
0.4229611,-0.40244848,0,0
-3.8582501,4.1587224,1,1
-3.577151,3.9498882,1,1
-1.314278,1.752254,1,1
-0.5181291,1.0808406,1,1
0.6374031,-0.72654575,0,1
2.143033,-1.8654815,0,1
4.228178,-4.331088,0,0
2.4730687,-2.387343,0,0
-3.4972267,3.880065,1,0
-3.6233187,3.8998146,1,1
-3.6968744,4.0337887,1,1
-3.7885175,4.085462,1,1
-3.455944,3.6027398,1,1
-3.1974134,3.6524796,1,1
-0.17451143,0.36126333,1,1
-3.1792474,3.5810916,1,1
-3.7660236,4.179521,1,1
-1.2506498,1.623964,1,1
-3.7633362,4.1650157,1,1
-3.6183548,3.984696,1,1
-3.3950763,3.8695712,1,1
-3.6283462,4.0240145,1,1
-3.145372,3.3624794,1,1
-3.4587085,3.860267,1,1
-3.4490685,3.9216175,1,1
3.1751323,-3.5781689,0,1
-3.816472,4.2712684,1,1
3.6568036,-3.436912,0,0
1.912069,-1.7326125,0,0
2.953168,-2.584313,0,0
-3.7372375,4.190955,1,1
-3.714065,4.1854997,1,1
4.088145,-4.6000514,0,0
3.9350266,-4.4008355,0,0
1.1383444,-0.74727964,0,0
1.2400242,-0.8676743,0,0
-2.1555183,2.6299944,1,0
-3.972719,4.303574,1,1
-3.3851314,3.9042592,1,1
-3.8342547,4.249734,1,1
-2.3279452,2.642128,1,1
-2.2015476,2.7745893,1,1
-0.045136124,0.06204226,1,1
-3.6509745,3.9415107,1,1
-1.026818,1.6651033,1,1
1.2309632,-0.80642015,0,0
4.208954,-4.5405006,0,0
3.798568,-3.956018,0,0
3.304468,-3.4517565,0,0
-3.6869144,4.188638,1,1
-2.275561,2.5367293,1,1
2.9970686,-3.0646415,0,0
-0.12163695,0.039977904,1,1
-2.824091,3.3762403,1,1
0.28855324,0.03366422,0,0
1.4847332,-1.2736632,0,0
3.8711991,-3.8412585,0,0
2.1567097,-2.050863,0,0
-2.7602987,3.3395889,1,1
-1.9504163,2.409627,1,1
-2.4267416,2.9154396,1,1
-2.8147964,3.458018,1,1
-3.1137307,3.7344341,1,1
-2.3494735,2.905468,1,1
-3.5885334,4.061329,1,1
2.131767,-1.9204742,0,0
2.4221754,-2.248166,0,0
0.13300996,0.08849843,0,1
-1.0646298,1.7469136,1,1
0.6405801,-0.3566694,0,1
-1.6496335,1.7627543,1,1
-1.922526,2.396739,1,1
-1.5726026,1.9421513,1,1
1.3202811,-1.0625393,0,1
2.2371855,-2.030768,0,1
2.1910172,-2.0020785,0,1
4.3136334,-4.6979666,0,0
-2.6385517,2.7007115,1,0
3.411652,-3.5859725,0,1
1.8580791,-2.02873,0,1
-2.7925248,3.0884073,1,1
-2.6098495,3.1596801,1,1
-3.1156018,3.6456819,1,1
-1.6439564,2.1396165,1,1
-0.012305728,0.53394264,1,1
4.136984,-4.552116,0,1
-1.6529711,1.9184253,1,0
-2.8587725,3.142615,1,1
-3.6285093,3.8624167,1,1
3.4040782,-3.6136465,0,1
2.7472377,-2.5780802,0,1
2.5244837,-2.49085,0,0
1.178652,-1.1853365,0,1
0.73818296,-0.2763494,0,0
0.83697104,-0.39026585,0,0
-1.3593761,2.0888948,1,0
0.34453833,-0.06793666,0,1
1.2476474,-1.363844,0,0
1.7797862,-1.613952,0,0
-2.578996,3.234489,1,0
3.977353,-4.3456535,0,0
0.44417024,-0.12390559,0,0
-3.093328,3.635643,1,1
-2.9899044,3.4285321,1,1
-2.8841107,3.4747028,1,1
3.971703,-4.0319743,0,0
-2.4669456,3.0082552,1,1
-2.4191344,2.8479404,1,1
-1.6461756,2.0890446,1,1
-0.77334666,1.2400899,1,1
-3.8318624,3.9282665,1,1
-3.2215753,3.7010932,1,1
-2.4255004,2.9179401,1,1
-3.2487192,3.8539772,1,1
-3.4410975,3.8121655,1,1
-2.8860278,2.9950256,1,1
-2.4229343,3.0875115,1,1
-2.8569655,3.4892988,1,1
-3.234383,3.5763,1,1
3.2406373,-3.246114,0,1
-3.3857064,3.571539,1,1
-2.6703868,3.2023053,1,1
-3.2424047,3.755979,1,1
-3.0373244,3.6216238,1,1
-2.8791103,3.3277376,1,1
-2.9888887,3.2876015,1,1
-3.285492,3.5380752,1,1
-1.1611158,1.6744062,1,1
-2.102345,2.6180096,1,1
-1.927881,2.4229243,1,1
-3.3501863,3.787694,1,1
4.1508985,-4.4256244,0,0
-4.115805,4.2620363,1,1
-3.9949307,4.244346,1,1
-4.0240617,4.3036327,1,0
-4.0467834,4.3334384,1,0
-3.9190254,4.1634603,1,0
-2.4305897,2.6454997,1,1
-2.9002445,3.3034492,1,1
-2.7661428,2.9870195,1,1
-3.2810073,3.585804,1,1
-3.1445494,3.434445,1,1
-3.7205038,4.0836616,1,1
-3.8825407,4.2765775,1,1
-3.6181486,4.0586653,1,1
-3.9133463,3.9691763,1,1
-3.965001,4.1515727,1,1
-2.3798213,2.6036868,1,1
4.068968,-4.2653966,0,1
3.997519,-4.2014203,0,0
4.14617,-4.5323915,0,0
4.192868,-4.493827,0,0
4.3573294,-4.7418485,0,0
-2.876325,3.2103837,1,0
0.834993,-0.7832744,0,0
-1.4721905,2.0421252,1,0
0.04479503,0.5667347,1,0
-1.1782812,1.9158249,1,1
-3.6817825,4.053662,1,1
0.4619683,0.010655321,0,1
-3.6453311,4.1881304,1,1
0.71304315,-0.556888,0,0
-2.754614,3.0883675,1,0
2.3885417,-2.1618714,0,0
-3.8890443,4.2179914,1,1
-3.7123647,4.146304,1,1
-0.46818575,0.77016,1,1
-0.37319744,0.70961004,1,1
-2.0606592,2.599875,1,1
-0.423127,0.69265884,1,1
1.8234998,-1.3551941,0,0
0.55080336,0.27707672,0,0
0.025566177,0.77020407,1,0
2.2011542,-2.1338274,0,0
1.9983308,-1.7665032,0,0
4.125894,-4.21721,0,0
-1.2252766,1.4306453,1,1
-3.3556843,3.4735134,1,1
-2.53743,2.7787943,1,1
1.12559,-0.8314667,0,1
-3.265345,3.5154643,1,1
-1.299838,1.5619557,1,1
-2.269839,3.0230007,1,0
-2.6156988,3.354224,1,0
-0.13716133,0.83612484,1,0
1.7322757,-1.3418489,0,0
0.6978537,-0.53225344,0,0
0.08319877,0.76505584,1,0
-0.07560651,0.32335943,1,0
1.5660281,-1.1834044,0,0
-2.3798437,2.555091,1,0
2.5251832,-2.4441032,0,1
3.9281743,-3.9098327,0,1
-0.38334212,1.2968582,1,0
0.30678743,-0.1252929,0,0
-0.7388913,1.3467125,1,0
-1.4734789,1.9287432,1,1
3.082779,-2.8600712,0,1
4.19053,-4.4007072,0,1
1.0801295,-1.1282312,0,1
0.71349686,-0.6866588,0,1
-3.0729556,3.3797402,1,1
-0.3219802,0.9302824,1,0
1.765024,-1.2164859,0,0
1.9650072,-1.4753684,0,0
0.15245779,0.46203002,1,0
2.7138035,-2.636828,0,1
2.338268,-2.1231556,0,1
-0.35138273,0.35445106,1,1
1.6410339,-1.5300504,0,1
3.175856,-3.1529846,0,1
0.31029707,-0.4370945,0,1
3.046939,-2.7681217,0,1
2.0411205,-1.8970608,0,0
2.5883598,-2.3877618,0,0
-1.6067246,1.9842956,1,1
-3.1913676,3.6073856,1,1
-0.35986236,0.5647175,1,1
-1.8621627,2.2748945,1,1
-2.315548,2.7276464,1,1
-2.5081806,3.0306926,1,1
-1.8135195,2.2165322,1,1
-3.239559,3.7062192,1,1
4.080722,-4.3849573,0,0
2.4494822,-2.5204382,0,0
-1.918953,2.4321482,1,0
-1.7130975,2.0625849,1,1
-3.1671567,3.5004406,1,1
-2.2956429,2.7504997,1,1
0.4520368,-0.30303797,0,0
-0.20917527,0.44981527,1,0
2.3093271,-2.2048647,0,1
-1.2388135,1.4872996,1,1
0.5577875,-0.47161722,0,1
3.8386164,-4.2100396,0,0
0.8202299,-0.7881631,0,0
-0.09454028,0.32138428,1,0
1.0949975,-1.1474527,0,0
3.0937393,-3.1640196,0,0
0.98501027,-0.98130065,0,0
-2.8263407,3.5798573,1,1
-1.5869243,1.9674276,1,1
-1.9594905,2.6011965,1,1
-1.5190314,1.796748,1,1
-1.2351578,1.7715741,1,1
-3.6026053,4.0837007,1,1
1.3360943,-1.1409293,0,0
1.515746,-1.5393599,0,0
3.460011,-3.9209278,0,0
1.6475396,-1.3415204,0,0
3.6522799,-4.2036977,0,0
3.6569533,-3.911315,0,0
2.65301,-3.1361034,0,0
3.0505576,-3.3363342,0,0
0.4054373,0.013780884,0,0
-1.9202069,2.3642476,1,0
2.1764088,-2.2122335,0,0
2.810748,-2.7077193,0,1
0.93363684,-0.7252501,0,1
4.1922107,-4.684519,0,1
-1.7783026,2.3302164,1,1
-2.238195,2.7038298,1,1
3.953982,-4.140337,0,1
4.15585,-4.3566527,0,0
-3.857326,4.3345227,1,1
-2.5338993,3.2362494,1,1
0.930445,-0.70872074,0,0
-0.9826552,1.1888119,1,1
0.50663275,-0.2895457,0,0
-3.2636395,3.8703308,1,1
4.0915275,-4.493412,0,0
-2.6706357,3.081834,1,0
4.3601375,-4.655764,0,0
4.077807,-4.2873964,0,0
3.5402012,-3.9234912,0,0
3.0938249,-3.0836384,0,0
-1.0960163,1.2190446,1,1
-1.0960163,1.2190446,1,1
-1.0285853,1.413335,1,0
3.8707962,-3.9864902,0,0
4.2131305,-4.3541875,0,0
-3.7002347,4.159393,1,1
-2.6925964,2.9521675,1,1
-3.7452936,4.2192655,1,1
-3.4645102,3.8604372,1,1
-3.6632905,4.1283097,1,1
-2.5374675,2.8148296,1,1
-2.5253546,3.06535,1,1
0.437999,-0.43306464,0,1
3.8095193,-4.279197,0,1
3.4293053,-3.8150015,0,0
2.3936682,-2.5093937,0,0
3.4868464,-3.571553,0,0
3.422059,-3.7187424,0,0
-0.22303377,0.46817702,1,0
-4.06761,4.386184,1,0
-3.873663,4.260656,1,1
-3.9196105,4.3045545,1,1
-4.016962,4.3333488,1,1
0.85895693,-0.847287,0,0
0.7248178,-0.1858258,0,0
-3.899542,4.2090745,1,1
0.9064485,-0.8446748,0,0
3.6415155,-3.8399916,0,0
1.0951182,-0.9798914,0,1
4.244719,-4.7212873,0,0
-3.3085775,3.6849303,1,1
-3.295363,3.7102304,1,1
-3.8353608,4.0454106,1,1
-3.5022812,3.839447,1,1
2.3599393,-2.5938597,0,0
-0.6742596,1.1775156,1,1
-1.744784,2.082971,1,1
-3.1351633,3.317637,1,1
-3.7140036,4.04437,1,1
-1.4671757,1.6726342,1,1
-2.4127994,2.509592,1,1
-2.9678822,2.986239,1,1
4.3177285,-4.6424456,0,0
-0.6228452,1.0386425,1,1
0.53326327,-0.32369387,0,1
2.4053197,-2.0606952,0,1
2.7197237,-2.5573115,0,0
0.38083634,-0.46919367,0,1
4.206573,-4.327735,0,0
-3.1408155,3.4471416,1,0
3.3955126,-3.5277007,0,0
2.9117148,-2.8944314,0,0
-3.7494855,3.8210208,1,1
-3.7667115,3.874351,1,1
-3.5049906,3.559476,1,1
-0.90127164,1.3035362,1,0
-1.6625842,2.1985862,1,0
-0.9055549,1.6201793,1,0
-1.1929115,1.8041842,1,0
0.30397004,0.36197656,1,0
-1.66414,2.1295764,1,0
-0.42874202,0.68634945,1,1
-2.8393242,3.4208007,1,1
-2.6215901,3.2314215,1,1
-1.1516073,1.5682262,1,1
3.909391,-4.032888,0,1
2.8108463,-2.6179433,0,0
2.7915127,-2.6624992,0,0
3.181046,-3.069885,0,1
2.222266,-1.9702524,0,0
-0.92215806,1.6732354,1,0
2.2774897,-2.0869484,0,1
3.8336914,-3.876091,0,1
4.2659745,-4.4683805,0,1
2.3893723,-2.1611538,0,1
2.4138894,-2.231988,0,1
2.409886,-2.2348723,0,1
1.5472809,-1.0765623,0,0
2.1661057,-1.7690707,0,0
1.7744938,-1.3878394,0,0
2.017498,-1.8912773,0,0
1.1604875,-0.79213923,0,0
1.0936047,-0.78440577,0,0
2.4010067,-2.0902553,0,1
4.226263,-4.5430946,0,1
1.7496759,-1.6398109,0,1
1.800866,-1.6432346,0,0
2.6107903,-2.48939,0,0
1.9777375,-1.6357908,0,0
2.5641687,-2.282388,0,0
2.727662,-2.63661,0,0
2.334731,-2.1134152,0,0
4.00191,-4.086825,0,1
1.6031407,-1.3840859,0,1
2.534788,-2.3135948,0,1
2.4196193,-2.2452743,0,0
1.9448289,-1.6156262,0,0
0.52356166,-0.19053596,0,0
2.4788382,-2.167357,0,0
2.1617665,-1.7601027,0,0
3.0275092,-2.7722125,0,0
2.6381512,-2.3281424,0,0
-0.31254372,0.91046774,1,0
2.2689896,-2.047556,0,0
2.0894077,-1.9456865,0,0
2.4500065,-2.2101781,0,0
2.613666,-2.323645,0,0
2.4188678,-2.2274427,0,0
2.5703127,-2.3078537,0,0
3.1871655,-3.121304,0,0
2.2327769,-1.8736228,0,0
3.8835893,-4.351019,0,0
2.9159708,-2.8126934,0,0
-0.27327764,1.1367189,1,1
1.6980271,-1.4785594,0,1
1.6464854,-1.256467,0,1
2.4171972,-2.0234141,0,0
2.186464,-1.8937696,0,0
4.1203895,-4.5841823,0,1
4.0680523,-4.481919,0,1
2.5343697,-2.3344922,0,1
3.1695824,-3.138132,0,1
0.003123292,0.21010493,1,1
2.1259975,-1.943175,0,0
2.025021,-1.6966426,0,0
2.3821602,-2.101743,0,0
2.287376,-2.0522208,0,0
-0.3514027,0.71074003,1,0
2.0348225,-2.3256865,0,0
2.979999,-2.8745668,0,0
2.408772,-2.0997589,0,0
2.5932832,-2.4991803,0,1
4.140799,-4.4690185,0,1
3.6088188,-3.5783908,0,1
3.039002,-3.032765,0,1
-0.8968446,1.2951068,1,1
-2.5044348,2.8970506,1,1
-0.8766775,1.4511508,1,1
-0.3741762,0.6891762,1,1
0.017780764,0.03612139,1,1
-3.8482006,4.1581335,1,1
-1.2618408,1.61674,1,1
2.4652302,-2.52908,0,1
4.2742505,-4.3672657,0,1
2.1519475,-2.046488,0,1
2.8451662,-2.8723388,0,1
3.2542408,-3.6015563,0,1
1.6185254,-1.4498267,0,1
2.429872,-2.3988853,0,1
4.259236,-4.3891473,0,0
4.0616503,-4.3988204,0,0
4.1680236,-4.471644,0,0
-1.8461422,1.9245337,1,0
2.3954973,-2.3009372,0,0
3.132533,-3.2271469,0,0
3.9574506,-4.2627363,0,0
-2.1153712,2.0792253,1,1
-3.7235198,4.0155835,1,1
1.7871422,-1.9141353,0,1
-3.7217174,4.143695,1,1
-3.7369685,4.161338,1,1
-3.546182,3.769647,1,1
-3.938606,4.1673517,1,1
-3.2328706,3.6017256,1,1
-2.3247962,2.3763287,1,0
4.3440948,-4.696772,0,0
4.3250947,-4.673885,0,0
1.7889948,-1.5143564,0,0
3.2737076,-3.2718453,0,0
3.6942978,-4.1429615,0,0
-3.7734408,4.089036,1,0
-0.6149486,0.64099354,1,0
0.2683832,-0.28180054,0,0
-2.2636924,2.674142,1,0
3.4811776,-3.4339013,0,0
-3.6699622,3.9814982,1,0
-3.1012533,3.338177,1,1
3.7560987,-3.912801,0,1
-2.983048,3.1059442,1,1
-3.4801445,3.6459827,1,1
-1.4477831,1.5817266,1,1
-3.7187524,3.744196,1,1
3.0042508,-2.6914086,0,0
3.7516913,-3.9665117,0,0
-3.930631,4.2016478,1,1
-3.664082,4.019371,1,1
-3.0313265,3.047383,1,1
-3.1008632,3.4468164,1,1
-3.6321335,3.9912648,1,1
-2.1267636,2.4106102,1,1
1.2263858,-1.8356239,0,1
2.7634296,-2.7307727,0,0
3.1441603,-3.03478,0,0
-3.3794346,3.7878847,1,1
-3.1348333,3.506748,1,0
4.228597,-4.531323,0,0
4.194381,-4.521233,0,0
4.013458,-4.1748204,0,0
3.9799576,-4.2295685,0,0
4.2045608,-4.521103,0,0
4.1323347,-4.3812623,0,0
-2.7695541,3.154924,1,1
-3.3626328,3.6452494,1,1
-3.4631286,3.6640892,1,1
-1.0209633,1.0283451,1,1
-2.4677262,2.9263928,1,1
-3.2110474,3.5245314,1,0
3.4975872,-3.95471,0,0
4.4032254,-4.678337,0,0
4.1726756,-4.3726487,0,0
2.7486,-2.5934224,0,1
3.0800266,-3.008843,0,1
4.221281,-4.3393846,0,1
-2.4012885,2.5603967,1,1
-3.8938937,4.111583,1,1
-1.3460729,1.3120304,1,1
4.0103164,-4.1533475,0,1
4.4013066,-4.615601,0,1
-2.49838,2.4583812,1,1
-2.9459689,3.1184232,1,1
-2.957951,3.3376799,1,1
-2.753756,3.1342142,1,1
-2.3014026,2.7682028,1,1
-1.5362444,1.7890855,1,1
-3.0699544,3.7687721,1,0
-0.2797515,0.43768778,1,1
-2.1309323,2.753291,1,1
-3.072627,3.497729,1,1
0.28559637,-0.47032005,0,1
1.9951223,-2.2630944,0,1
-0.290227,0.42290494,1,1
-0.5362236,0.99742824,1,1
-2.8788624,3.4383678,1,1
-3.4803376,3.9478972,1,1
4.3067775,-4.687861,0,0
-2.5194867,2.8015416,1,0
-2.9787936,3.4775832,1,0
-3.727189,4.037558,1,0
-3.7777357,3.9078279,1,0
-3.887365,4.156839,1,0
-0.18538377,0.86094207,1,0
3.865965,-3.71519,0,1
0.26287007,-0.115564875,0,1
3.6628213,-3.427909,0,1
1.0998296,-1.1793131,0,1
3.0528884,-3.0228558,0,1
2.4405513,-2.1715162,0,1
-0.00880175,-0.015123509,0,1
1.4274482,-1.759669,0,1
2.3689303,-2.41643,0,1
0.40994507,-0.09538428,0,1
0.4163556,-0.39552742,0,1
1.2605923,-1.4580137,0,1
1.1786941,-0.98932445,0,1
3.9983106,-3.9919672,0,1
2.2893324,-2.4844062,0,1
0.46542433,-0.11394351,0,0
2.0626183,-1.9568412,0,0
-2.6477916,2.9795585,1,1
-2.4218998,2.3925843,1,1
4.0954385,-4.2572503,0,0
4.2795253,-4.6332088,0,0
4.3053403,-4.625487,0,0
1.9823645,-1.7179977,0,0
3.8417559,-4.1359215,0,0
4.216155,-4.5241065,0,0
-0.56522197,0.92442435,1,0
2.7468026,-2.757461,0,0
4.0212893,-4.3092,0,1
2.6484737,-2.818819,0,1
2.8849583,-2.8340027,0,1
1.6008476,-1.424834,0,0
4.032782,-4.345988,0,0
2.643026,-2.9310703,0,0
3.7308743,-3.9701915,0,0
0.95413405,-0.76603514,0,0
-2.3590598,2.7534227,1,0
-2.7238789,3.1017094,1,0
3.6100416,-3.712246,0,1
2.8995416,-2.9278479,0,1
2.8688092,-3.2712507,0,0
-2.4850097,2.522056,1,1
4.0901356,-4.2601275,0,1
4.1237755,-4.382044,0,0
0.18682024,-0.32244655,0,0
-2.9589405,3.5883994,1,0
-3.3471174,3.6473615,1,0
0.9862072,-1.5141995,0,0
2.3914647,-2.068317,0,0
2.0960946,-1.8341866,0,1
-1.338739,1.7371241,1,1
-3.6516805,3.751584,1,1
3.7337754,-3.9592156,0,1
-3.150926,3.4672241,1,1
0.14313053,0.07726072,0,1
-3.5473752,3.8401546,1,1
-3.9059906,4.008661,1,1
2.2589917,-2.1590872,0,1
-1.9759314,2.4210706,1,0
-1.2504121,1.7015768,1,0
-0.7075594,1.0885752,1,0
2.334116,-2.0173476,0,1
-0.5935182,0.94398147,1,1
0.53375596,-0.33527192,0,1
3.809576,-3.9272017,0,1
4.2610836,-4.478183,0,1
-1.717012,2.3883533,1,0
-0.9525214,1.5691425,1,0
2.3753648,-2.105555,0,1
2.4406958,-2.2316854,0,1
1.608589,-1.3071089,0,1
2.5784812,-2.3947725,0,1
-3.2704735,3.69381,1,0
-0.92465407,0.8970516,1,0
0.99308866,-0.7026773,0,0
3.6700187,-3.7751596,0,0
2.8281667,-2.9763103,0,0
4.0127788,-3.9108133,0,1
3.0667095,-3.3507495,0,1
1.5540783,-1.2843708,0,1
0.84152573,-0.24584241,0,0
2.9007726,-2.7940297,0,0
-1.376833,1.7139052,1,0
-2.204471,2.786581,1,0
-3.8081386,4.1743474,1,1
-3.375229,3.8500872,1,1
-3.4992046,3.582945,1,1
-2.3258317,2.8347912,1,1
-2.7861738,3.0934906,1,1
3.663927,-3.7345772,0,0
1.8853754,-1.6597358,0,0
0.05312536,0.4430401,1,0
0.13975216,-0.0062067807,0,0
2.7542677,-2.6792583,0,0
4.273001,-4.3278,0,0
4.1279125,-4.209269,0,0
4.0174866,-4.44132,0,1
4.054506,-4.333054,0,1
3.8757315,-4.0616317,0,0
4.0366936,-4.3147445,0,0
0.84708756,-0.43071607,0,1
-3.4764624,4.0937853,1,1
3.8285751,-3.930899,0,0
-0.88293976,1.0329393,1,0
4.25696,-4.5501266,0,0
3.392798,-3.4572837,0,0
4.2237124,-4.525117,0,0
4.3187227,-4.5945387,0,0
4.2535367,-4.4529076,0,0
-3.3366528,3.570088,1,1
-3.7040005,3.9678547,1,1
-3.6393614,3.7980287,1,1
-3.4053535,3.7989187,1,1
-3.7259974,3.8304422,1,1
-2.5723739,2.610915,1,1
3.6455739,-3.8459878,0,0
-2.401379,3.2512636,1,0
3.5731363,-3.6104593,0,0
3.7224183,-4.091063,0,0
2.6409612,-2.6497288,0,0
-2.857474,3.4498634,1,0
0.42170095,-0.6222808,0,0
3.8289294,-3.8964386,0,0
2.9921927,-3.0783067,0,0
-0.28432655,0.37948456,1,0
4.082091,-4.4374375,0,0
4.099618,-4.6878667,0,0
-2.353291,2.584317,1,1
-3.2807097,3.449024,1,1
-2.1245027,2.499467,1,1
-2.8557572,3.2285366,1,1
-3.6411521,3.7839234,1,1
-3.3349671,3.5120873,1,1
-3.3277164,3.6280339,1,1
-3.605066,3.928981,1,1
-3.9415307,3.890831,1,1
2.0537672,-2.3399284,0,0
4.113183,-4.471357,0,0
-2.9927487,2.9373608,1,1
-3.090004,2.9120522,1,1
-0.87931716,0.39804512,1,1
3.1591353,-3.2211049,0,1
3.9356322,-4.216924,0,1
0.31667805,-0.11074397,0,0
3.4427953,-3.6133897,0,0
4.0922403,-4.395963,0,0
2.1225543,-1.8031523,0,1
-0.49393377,1.2654072,1,1
1.1528093,-0.68321437,0,0
1.5667483,-1.1661515,0,0
0.20539294,0.50940555,1,0
-3.5172412,4.129233,1,1
-2.7475843,3.0875754,1,1
-3.9324207,4.3219523,1,1
-3.1961536,3.6978993,1,1
-3.1079907,3.5807867,1,1
-3.8285694,4.361869,1,1
-3.5490217,3.982533,1,1
3.1086943,-3.3485937,0,0
3.1437361,-2.9792104,0,0
3.7821257,-4.0635,0,0
4.060382,-4.44763,0,0
4.1241975,-4.4009776,0,0
3.9519348,-4.2763085,0,0
3.7215943,-4.1807723,0,0
0.031978518,0.22418232,1,1
-1.89544,2.4115005,1,1
-3.3728943,3.90141,1,1
3.9408927,-4.6133976,0,0
3.929691,-4.205109,0,0
4.05716,-4.6283803,0,0
-2.569755,2.9425101,1,1
-3.7720933,4.2574825,1,1
-2.7853956,3.4073057,1,1
-3.706017,3.8939807,1,1
3.3686986,-3.2805195,0,0
-2.6343338,2.9695776,1,0
4.3563457,-4.5665536,0,0
-2.2038965,2.6210904,1,0
2.8647301,-2.677437,0,0
1.5920631,-1.0742967,0,0
1.9333031,-1.6603807,0,0
2.4819987,-2.2362814,0,0
1.8846868,-1.3975962,0,0
0.055094272,-0.052869022,0,0
3.9362528,-4.0533404,0,0
-1.8543284,2.2993302,1,0
1.3368998,-1.0555829,0,0
3.5274282,-3.445068,0,0
3.9025474,-3.9850588,0,0
3.778325,-3.9770243,0,0
4.312046,-4.679111,0,0
4.373368,-4.5631814,0,0
4.2537913,-4.496959,0,0
4.0589075,-4.398956,0,0
3.968122,-4.3872333,0,0
4.2678733,-4.6217504,0,0
3.710691,-4.0890155,0,0
4.064465,-4.3235135,0,0
4.175832,-4.4149513,0,0
1.9469643,-1.7768757,0,0
3.8489318,-4.306755,0,0
3.937942,-4.235952,0,0
3.8194237,-4.0972466,0,0
4.2008176,-4.4958034,0,1
4.060162,-4.271403,0,1
-3.9144247,4.10694,1,0
3.66299,-3.687117,0,0
3.7142057,-3.8460608,0,0
4.134158,-4.487606,0,0
-3.6423092,3.9325383,1,0
0.63387436,-0.53468734,0,1
-0.67906666,0.77596855,1,1
4.181821,-4.429276,0,1
-2.0899322,2.6365285,1,1
3.8534493,-3.9396448,0,1
1.7041552,-1.4749027,0,1
3.8978379,-3.8031447,0,1
2.7648206,-2.9939957,0,1
4.3324065,-4.6057367,0,1
